time,lat,lon,dep,mag,magtype,id
2018-07-14T19:54:43.26382,60.193633,24.842563,6.212,0.57,Ml,2018195195343IMS000000
2018-07-15T00:40:37.43452,60.194303,24.842325,6.227,0.80,Ml,2018196003937IMS000000
2018-07-15T01:08:38.91988,60.193995,24.842353,6.255,0.84,Ml,2018196010738IMS000000
2018-07-15T07:11:20.00981,60.193794,24.843440,6.305,0.69,Ml,2018196071020IMS000000
2018-07-15T13:40:40.93716,60.192744,24.841771,6.201,0.68,Ml,2018196133941IMS000000
2018-07-15T20:05:50.12790,60.190758,24.837670,5.680,0.66,Ml,2018196200450IMS000000
2018-07-16T01:56:41.75262,60.193181,24.841414,6.198,0.74,Ml,2018197015541IMS000000
2018-07-16T07:05:36.95763,60.194617,24.839970,6.130,0.63,Ml,2018197070436IMS000000
2018-07-16T09:17:59.37350,60.193105,24.839888,6.066,0.62,Ml,2018197091659IMS000000
2018-07-16T17:26:02.89518,60.195893,24.836762,6.129,1.80,Ml,2018197172535IMS000000
2018-07-16T18:37:26.53907,60.192808,24.840406,6.158,0.94,Ml,2018197183626IMS000000
2018-07-18T05:19:26.44127,60.194724,24.843955,6.198,0.08,Ml,2018199051826IMS000000
2018-07-18T08:09:16.60660,60.194026,24.838776,6.067,0.64,Ml,2018199080816IMS000000
2018-07-18T10:43:17.94577,60.194574,24.842659,6.258,1.34,Ml,2018199104200IMS000000
2018-07-18T17:09:20.13829,60.194126,24.843242,6.312,0.94,Ml,2018199170820IMS000000
2018-07-18T17:10:14.38844,60.193758,24.841946,6.275,0.69,Ml,2018199170914IMS000000
2018-07-18T19:42:17.37753,60.194484,24.840983,6.165,0.52,Ml,2018199194117IMS000000
2018-07-18T20:48:03.63133,60.193813,24.838223,6.076,0.45,Ml,2018199204703IMS000000
2018-07-18T22:45:37.73893,60.193678,24.845795,6.326,1.17,Ml,2018199224500IMS000000
2018-07-19T01:57:08.22786,60.194210,24.837875,6.055,0.54,Ml,2018200015608IMS000000
2018-07-19T04:03:08.14117,60.193696,24.843420,6.239,0.54,Ml,2018200040208IMS000000
2018-07-19T08:27:57.19524,60.192842,24.841894,6.182,1.01,Ml,2018200082657IMS000000
2018-07-19T10:09:34.01151,60.193871,24.843525,6.230,1.09,Ml,2018200100833IMS000000
2018-07-19T10:10:19.43003,60.193746,24.843470,6.185,0.64,Ml,2018200100919IMS000000
2018-07-19T10:21:06.63024,60.195746,24.838272,6.150,0.90,Ml,2018200102006IMS000000
2018-07-19T10:55:07.44304,60.192784,24.839651,6.080,1.19,Ml,2018200105407IMS000000
2018-07-19T10:55:52.97671,60.193474,24.840808,6.193,1.51,Ml,2018200105452IMS000000
2018-07-19T10:58:03.46724,60.192894,24.839740,6.085,0.60,Ml,2018200105703IMS000000
2018-07-19T13:47:12.77065,60.192928,24.840010,6.078,0.72,Ml,2018200134612IMS000000
2018-07-19T14:31:37.47866,60.193150,24.839233,6.073,0.57,Ml,2018200143037IMS000000
2018-07-19T17:07:51.80339,60.192193,24.839622,5.914,0.41,Ml,2018200170651IMS000000
2018-07-19T19:19:49.49968,60.194480,24.842328,6.229,0.77,Ml,2018200191849IMS000000
2018-07-20T07:34:45.67908,60.195052,24.837842,6.084,0.51,Ml,2018201073346IMS000000
2018-07-20T15:28:15.16979,60.193894,24.840602,6.145,0.55,Ml,2018201152715IMS000000
2018-07-21T11:29:55.87897,60.191376,24.833452,5.638,0.68,Ml,2018202112855IMS000000
2018-07-21T13:46:35.19372,60.196024,24.838819,6.162,1.19,Ml,2018202134535IMS000000
2018-07-21T14:46:14.54918,60.191617,24.832798,5.658,0.51,Ml,2018202144515IMS000000
2018-07-21T22:28:47.83456,60.194165,24.841369,6.174,0.48,Ml,2018202222748IMS000000
2018-07-21T22:58:01.74861,60.195052,24.837189,6.088,0.53,Ml,2018202225701IMS000000
2018-07-21T23:45:29.90352,60.191134,24.836986,5.665,0.54,Ml,2018202234429IMS000000
2018-07-22T03:10:28.16925,60.193777,24.842740,6.246,0.66,Ml,2018203030928IMS000000
2018-07-22T08:18:13.88477,60.193940,24.837436,6.012,0.61,Ml,2018203081713IMS000000
2018-07-22T09:01:59.36890,60.194206,24.837833,6.029,0.71,Ml,2018203090059IMS000000
2018-07-22T11:33:42.89054,60.190208,24.839329,5.766,0.51,Ml,2018203113243IMS000000
2018-07-22T12:48:22.02578,60.192955,24.843046,6.254,0.67,Ml,2018203124722IMS000000
2018-07-22T17:15:20.68281,60.195277,24.837427,6.141,1.00,Ml,2018203171420IMS000000
2018-07-22T17:45:44.31422,60.194861,24.837411,6.081,0.54,Ml,2018203174444IMS000000
2018-07-22T23:09:33.32013,60.193066,24.840760,6.185,0.79,Ml,2018203230833IMS000000
2018-07-22T23:10:21.67093,60.192529,24.841190,6.194,1.11,Ml,2018203230921IMS000000
2018-07-22T23:24:16.09576,60.194430,24.837624,6.051,0.68,Ml,2018203232316IMS000000
2018-07-23T16:08:56.74363,60.192334,24.839824,6.034,0.46,Ml,2018204160756IMS000000
2018-07-23T22:03:58.39324,60.196032,24.837842,6.167,1.35,Ml,2018204220258IMS000000
2018-07-23T23:48:44.15895,60.192985,24.841512,6.189,0.89,Ml,2018204234743IMS000000
2018-07-24T20:51:35.05723,60.193535,24.837587,5.980,0.50,Ml,2018205205035IMS000000
