time,lat,lon,dep,mag,magtype,id
2018-06-05T20:12:47.94668,60.192746,24.836955,5.938,0.04,Ml,2018156201200IMS000000
2018-06-05T20:20:01.59929,60.193070,24.836237,5.964,-0.35,Ml,2018156201930IMS000000
2018-06-05T20:57:55.63751,60.189419,24.830289,5.133,-0.55,Ml,2018156205654IMS000000
2018-06-05T21:26:24.50404,60.188917,24.831242,5.157,-0.39,Ml,2018156212525IMS000000
2018-06-06T00:16:16.73120,60.190467,24.834285,5.537,-0.41,Ml,2018157001545IMS000000
2018-06-06T00:39:25.91797,60.190645,24.834402,5.536,0.16,Ml,2018157003825IMS000000
2018-06-06T00:43:55.13727,60.193154,24.836300,5.927,-0.16,Ml,2018157004300IMS000000
2018-06-06T01:02:41.06959,60.189128,24.830625,5.105,0.40,Ml,2018157010141IMS000000
2018-06-06T01:39:58.52593,60.193126,24.838021,6.071,0.61,Ml,2018157013858IMS000000
2018-06-06T02:33:47.55997,60.193097,24.836203,5.905,-0.02,Ml,2018157023300IMS000000
2018-06-06T02:38:46.93560,60.189244,24.830647,5.202,-0.27,Ml,2018157023800IMS000000
2018-06-06T02:40:25.70317,60.192644,24.837629,5.917,0.23,Ml,2018157023925IMS000000
2018-06-06T03:09:08.03092,60.192965,24.837463,5.952,0.01,Ml,2018157030808IMS000000
2018-06-06T03:32:24.86343,60.193044,24.839724,6.060,-0.08,Ml,2018157033200IMS000000
2018-06-06T06:44:39.58080,60.189056,24.830991,5.049,-0.11,Ml,2018157064340IMS000000
2018-06-06T06:57:41.41996,60.192951,24.838707,5.942,0.12,Ml,2018157065700IMS000000
2018-06-06T08:02:07.34542,60.189147,24.831530,5.149,-0.12,Ml,2018157080140IMS000000
2018-06-06T12:17:23.50190,60.193571,24.838456,6.098,0.78,Ml,2018157121700IMS000000
2018-06-06T13:50:38.37584,60.193438,24.840850,6.123,0.09,Ml,2018157135000IMS000000
2018-06-07T07:21:13.92473,60.189424,24.831629,5.149,0.73,Ml,2018158072013IMS000000
2018-06-07T12:22:25.83821,60.193824,24.840049,6.136,0.38,Ml,2018158122200IMS000000
2018-06-07T13:28:41.85954,60.191334,24.836010,5.517,-0.15,Ml,2018158132800IMS000000
2018-06-07T16:24:22.82630,60.189787,24.831059,5.174,0.33,Ml,2018158162323IMS000000
2018-06-07T17:13:18.52112,60.193227,24.837787,5.969,0.28,Ml,2018158171218IMS000000
2018-06-07T17:42:44.44709,60.193751,24.840564,6.147,0.12,Ml,2018158174144IMS000000
2018-06-07T17:45:37.48374,60.193172,24.837366,5.936,-0.14,Ml,2018158174437IMS000000
2018-06-07T17:50:28.07793,60.193700,24.840467,6.137,-0.01,Ml,2018158174928IMS000000
2018-06-07T18:14:04.60229,60.192967,24.838307,5.951,-0.09,Ml,2018158181330IMS000000
2018-06-07T18:33:12.32212,60.190703,24.834066,5.611,-0.17,Ml,2018158183230IMS000000
2018-06-07T20:42:12.21580,60.193287,24.838551,6.087,1.09,Ml,2018158204112IMS000000
2018-06-07T21:51:48.58219,60.192721,24.839220,5.973,-0.24,Ml,2018158215048IMS000000
2018-06-07T22:17:42.26808,60.193386,24.840723,6.121,-0.25,Ml,2018158221636IMS000000
2018-06-07T22:25:16.47098,60.189555,24.831647,5.200,0.01,Ml,2018158222416IMS000000
2018-06-07T23:24:41.82231,60.193703,24.840474,6.139,0.16,Ml,2018158232341IMS000000
2018-06-08T00:03:19.07943,60.193027,24.839157,6.027,0.41,Ml,2018159000219IMS000000
2018-06-08T00:06:33.29286,60.192921,24.838520,5.988,0.05,Ml,2018159000600IMS000000
2018-06-08T00:10:59.37336,60.193815,24.840476,6.201,0.67,Ml,2018159000959IMS000000
2018-06-08T01:13:30.98140,60.192812,24.838507,6.039,0.42,Ml,2018159011231IMS000000
2018-06-08T01:13:52.42541,60.192942,24.839035,6.020,0.45,Ml,2018159011252IMS000000
2018-06-08T01:14:35.02227,60.192825,24.838529,5.975,0.08,Ml,2018159011335IMS000000
2018-06-08T01:54:38.08134,60.190152,24.835550,5.685,-0.20,Ml,2018159015338IMS000000
2018-06-08T02:43:37.60351,60.193256,24.836751,5.924,-0.24,Ml,2018159024238IMS000000
2018-06-08T02:54:51.09784,60.189994,24.835622,5.573,-0.02,Ml,2018159025351IMS000000
2018-06-08T02:56:13.57791,60.189371,24.831436,5.138,0.10,Ml,2018159025513IMS000000
2018-06-08T03:22:06.04607,60.192906,24.837648,6.012,-0.02,Ml,2018159032106IMS000000
2018-06-08T03:50:27.93280,60.193658,24.840593,6.132,0.16,Ml,2018159034928IMS000000
2018-06-08T03:53:57.23926,60.193678,24.839245,6.109,0.95,Ml,2018159035257IMS000000
2018-06-08T04:30:41.19064,60.193237,24.836580,5.928,0.20,Ml,2018159043000IMS000000
2018-06-08T04:41:10.74721,60.193924,24.840094,6.175,0.97,Ml,2018159044000IMS000000
2018-06-08T05:29:02.18797,60.189381,24.830022,4.994,0.01,Ml,2018159052802IMS000000
2018-06-08T07:41:16.21315,60.192912,24.838586,6.049,0.24,Ml,2018159074016IMS000000
2018-06-08T07:54:22.95768,60.193519,24.838699,6.069,0.16,Ml,2018159075323IMS000000
2018-06-08T08:23:21.61150,60.192775,24.837856,5.961,-0.09,Ml,2018159082221IMS000000
2018-06-08T08:44:33.39772,60.189587,24.830521,5.077,0.21,Ml,2018159084411IMS000000
2018-06-08T10:16:19.28723,60.193395,24.838812,6.081,0.20,Ml,2018159101520IMS000000
2018-06-08T11:19:10.42685,60.189758,24.830398,5.123,0.21,Ml,2018159111810IMS000000
2018-06-08T11:49:30.81543,60.190722,24.836053,5.730,-0.11,Ml,2018159114831IMS000000
2018-06-08T12:01:46.69092,60.189423,24.830930,5.098,0.65,Ml,2018159120046IMS000000
2018-06-08T12:16:02.09487,60.193604,24.840864,6.124,0.07,Ml,2018159121503IMS000000
2018-06-08T14:54:59.55667,60.190032,24.829729,4.949,-0.25,Ml,2018159145359IMS000000
2018-06-08T15:20:17.56760,60.192999,24.837620,5.977,0.03,Ml,2018159151918IMS000000
2018-06-08T15:24:10.56122,60.193843,24.840565,6.172,0.74,Ml,2018159152310IMS000000
2018-06-08T15:35:06.35550,60.192918,24.838444,5.959,-0.12,Ml,2018159153430IMS000000
2018-06-08T15:40:47.74125,60.192906,24.838211,6.029,0.05,Ml,2018159153947IMS000000
2018-06-08T17:23:50.23586,60.192558,24.838765,6.060,0.17,Ml,2018159172250IMS000000
2018-06-08T17:42:11.80565,60.193075,24.837634,5.929,0.28,Ml,2018159174112IMS000000
2018-06-08T18:39:40.14829,60.189186,24.831384,5.187,-0.09,Ml,2018159183840IMS000000
2018-06-08T19:33:40.92600,60.189420,24.831357,5.129,0.48,Ml,2018159193240IMS000000
2018-06-08T19:46:37.87730,60.189199,24.831676,5.118,0.32,Ml,2018159194538IMS000000
2018-06-08T21:03:11.24511,60.190624,24.836652,5.693,-0.30,Ml,2018159210211IMS000000
2018-06-08T22:08:26.89154,60.189599,24.831178,5.187,0.02,Ml,2018159220727IMS000000
2018-06-08T22:11:28.68099,60.188880,24.833350,5.323,0.27,Ml,2018159221029IMS000000
2018-06-08T22:33:51.30748,60.193159,24.840393,6.128,-0.12,Ml,2018159223251IMS000000
2018-06-08T23:26:14.25042,60.193355,24.838674,6.051,-0.12,Ml,2018159232514IMS000000
2018-06-08T23:28:29.90805,60.193410,24.840557,6.161,-0.17,Ml,2018159232730IMS000000
2018-06-08T23:29:04.99612,60.193024,24.838095,5.973,-0.02,Ml,2018159232805IMS000000
2018-06-08T23:29:27.17157,60.192913,24.838671,5.975,-0.12,Ml,2018159232827IMS000000
2018-06-09T04:37:06.44178,60.189127,24.831907,5.117,-0.11,Ml,2018160043606IMS000000
2018-06-09T05:16:18.24765,60.193779,24.840470,6.127,0.65,Ml,2018160051518IMS000000
2018-06-09T05:42:15.84976,60.189436,24.830690,5.100,1.37,Ml,2018160054115IMS000000
2018-06-09T05:44:41.55241,60.190945,24.836125,5.710,-0.19,Ml,2018160054341IMS000000
2018-06-09T06:58:24.35650,60.189094,24.832219,5.236,0.05,Ml,2018160065724IMS000000
2018-06-09T07:56:51.35841,60.188855,24.832038,5.202,-0.06,Ml,2018160075549IMS000000
2018-06-09T10:26:10.08979,60.193627,24.839858,6.161,1.02,Ml,2018160102510IMS000000
2018-06-09T11:46:32.97672,60.190869,24.834284,5.581,-0.24,Ml,2018160114533IMS000000
2018-06-09T12:05:54.09500,60.193432,24.840931,6.185,0.16,Ml,2018160120454IMS000000
2018-06-09T12:55:49.56888,60.192862,24.837882,5.966,0.27,Ml,2018160125449IMS000000
2018-06-09T13:17:48.62498,60.192978,24.839507,5.969,0.32,Ml,2018160131648IMS000000
2018-06-09T13:18:20.59246,60.193810,24.840470,6.143,0.03,Ml,2018160131720IMS000000
2018-06-09T13:21:03.68962,60.192700,24.838579,6.009,-0.00,Ml,2018160132003IMS000000
2018-06-09T13:33:13.75476,60.193662,24.840571,6.132,-0.04,Ml,2018160133214IMS000000
2018-06-09T13:54:59.11525,60.189404,24.830512,5.093,0.84,Ml,2018160135358IMS000000
2018-06-09T17:13:39.54644,60.190557,24.836137,5.744,-0.23,Ml,2018160171239IMS000000
2018-06-09T17:15:10.59199,60.190550,24.836500,5.721,-0.24,Ml,2018160171411IMS000000
2018-06-09T17:54:04.48933,60.190654,24.834938,5.614,-0.16,Ml,2018160175304IMS000000
2018-06-09T18:20:43.49264,60.193140,24.838548,6.031,0.50,Ml,2018160181943IMS000000
2018-06-09T19:11:14.04523,60.193522,24.839154,6.084,0.02,Ml,2018160191014IMS000000
2018-06-09T19:57:37.02012,60.190627,24.836702,5.729,-0.01,Ml,2018160195637IMS000000
2018-06-09T20:58:59.22594,60.193540,24.839233,6.051,-0.25,Ml,2018160205759IMS000000
2018-06-09T21:11:26.95963,60.192905,24.838484,5.958,0.47,Ml,2018160211026IMS000000
2018-06-09T21:11:24.22524,60.192836,24.835653,5.874,-0.26,Ml,2018160211027IMS000000
2018-06-09T22:15:40.24465,60.189008,24.832549,5.227,0.20,Ml,2018160221440IMS000000
2018-06-09T23:38:35.80253,60.189574,24.830564,5.132,0.47,Ml,2018160233735IMS000000
2018-06-10T00:45:48.92513,60.188802,24.832085,5.158,0.80,Ml,2018161004449IMS000000
2018-06-10T01:30:32.51982,60.188836,24.831521,5.085,-0.14,Ml,2018161012932IMS000000
2018-06-10T02:14:48.29673,60.190775,24.833932,5.442,-0.63,Ml,2018161021349IMS000000
2018-06-10T02:20:53.24561,60.193642,24.840914,6.099,0.08,Ml,2018161021953IMS000000
2018-06-10T04:23:56.25095,60.191400,24.833631,5.606,-0.43,Ml,2018161042249IMS000000
2018-06-10T05:24:02.15018,60.193425,24.840479,6.131,-0.22,Ml,2018161052302IMS000000
2018-06-10T07:53:39.15431,60.193701,24.838914,6.087,0.16,Ml,2018161075239IMS000000
2018-06-10T10:25:24.93332,60.193718,24.839669,6.145,0.78,Ml,2018161102425IMS000000
2018-06-10T10:38:38.09689,60.193590,24.840170,6.158,-0.08,Ml,2018161103738IMS000000
2018-06-10T11:22:03.54724,60.192616,24.838913,5.983,-0.09,Ml,2018161112103IMS000000
2018-06-10T12:49:17.20279,60.193145,24.838433,6.027,0.13,Ml,2018161124817IMS000000
2018-06-10T15:58:44.05662,60.189371,24.831079,5.150,0.22,Ml,2018161155744IMS000000
2018-06-10T17:26:44.95489,60.193911,24.840194,6.161,1.00,Ml,2018161172544IMS000000
2018-06-10T18:46:47.16365,60.193699,24.840591,6.151,-0.02,Ml,2018161184547IMS000000
2018-06-10T18:52:49.27850,60.188724,24.832775,5.096,-0.01,Ml,2018161185149IMS000000
2018-06-10T20:56:37.71390,60.193191,24.841235,6.055,-0.10,Ml,2018161205537IMS000000
2018-06-10T21:17:04.78063,60.193298,24.840793,6.192,0.24,Ml,2018161211604IMS000000
2018-06-10T23:03:02.01163,60.193748,24.841376,6.191,-0.07,Ml,2018161230202IMS000000
2018-06-11T01:29:25.37926,60.193570,24.839573,6.118,0.43,Ml,2018162012825IMS000000
2018-06-11T05:26:48.74805,60.190494,24.833822,5.591,1.71,Ml,2018162052548IMS000000
2018-06-11T06:05:53.16874,60.193599,24.840129,6.177,-0.02,Ml,2018162060453IMS000000
2018-06-11T07:35:17.36284,60.193457,24.840263,6.183,0.14,Ml,2018162073417IMS000000
2018-06-11T07:37:01.72915,60.193681,24.840781,6.177,0.49,Ml,2018162073601IMS000000
2018-06-11T08:45:21.01717,60.193179,24.840913,6.173,0.40,Ml,2018162084421IMS000000
2018-06-11T09:02:53.31997,60.189371,24.830436,5.042,0.12,Ml,2018162090153IMS000000
2018-06-11T09:53:42.62740,60.193361,24.840843,6.146,0.53,Ml,2018162095242IMS000000
2018-06-11T10:21:52.35560,60.194035,24.840535,6.130,0.33,Ml,2018162102052IMS000000
2018-06-11T10:28:00.74805,60.194071,24.839946,6.134,0.72,Ml,2018162102701IMS000000
2018-06-11T10:36:17.13439,60.193610,24.838480,6.070,0.69,Ml,2018162103517IMS000000
2018-06-11T12:48:08.29199,60.193956,24.838359,6.088,0.81,Ml,2018162124708IMS000000
2018-06-11T13:42:39.83559,60.193926,24.840562,6.156,0.48,Ml,2018162134139IMS000000
2018-06-11T14:14:32.37849,60.190891,24.836540,5.677,0.07,Ml,2018162141332IMS000000
2018-06-11T18:21:08.41036,60.193229,24.839952,6.110,0.20,Ml,2018162182008IMS000000
2018-06-11T18:50:08.03475,60.192773,24.839183,6.012,-0.01,Ml,2018162184907IMS000000
2018-06-11T19:29:27.46274,60.192379,24.838942,6.029,-0.04,Ml,2018162192827IMS000000
2018-06-11T19:59:03.97475,60.189365,24.830359,5.074,1.05,Ml,2018162195803IMS000000
2018-06-11T22:46:37.81788,60.189290,24.831878,5.151,0.27,Ml,2018162224537IMS000000
2018-06-11T22:48:49.20165,60.194049,24.837494,6.076,0.81,Ml,2018162224749IMS000000
2018-06-11T23:16:02.01974,60.189025,24.831858,5.201,0.05,Ml,2018162231502IMS000000
2018-06-11T23:18:41.83065,60.193634,24.839968,6.149,0.44,Ml,2018162231741IMS000000
2018-06-11T23:46:45.28880,60.193119,24.841312,6.191,-0.25,Ml,2018162234545IMS000000
2018-06-12T00:12:22.01045,60.189427,24.831130,5.147,1.10,Ml,2018163001121IMS000000
2018-06-12T00:59:32.39540,60.188965,24.832638,5.286,0.40,Ml,2018163005832IMS000000
2018-06-12T01:30:31.63189,60.193436,24.838621,6.043,0.16,Ml,2018163012931IMS000000
2018-06-12T03:14:20.06475,60.193859,24.837967,6.065,0.88,Ml,2018163031320IMS000000
2018-06-12T08:27:32.77069,60.193342,24.838056,5.981,0.06,Ml,2018163082633IMS000000
2018-06-12T08:56:33.64920,60.193215,24.844243,6.894,0.03,Ml,2018163085534IMS000000
2018-06-12T11:59:29.49087,60.193841,24.838927,6.076,0.49,Ml,2018163115829IMS000000
2018-06-12T13:22:24.82410,60.192727,24.839271,6.028,0.51,Ml,2018163132124IMS000000
2018-06-12T17:42:42.64004,60.190214,24.834670,5.606,0.32,Ml,2018163174142IMS000000
2018-06-12T19:34:02.47073,60.188873,24.831040,4.997,0.02,Ml,2018163193302IMS000000
2018-06-13T03:11:03.53840,60.193990,24.838646,6.082,1.29,Ml,2018164031000IMS000000
2018-06-14T00:21:42.94588,60.193858,24.837956,6.083,1.16,Ml,2018165002042IMS000000
2018-06-14T00:44:24.40564,60.189081,24.832304,5.212,0.19,Ml,2018165004324IMS000000
2018-06-14T03:50:53.92076,60.192376,24.840543,6.058,-0.02,Ml,2018165034954IMS000000
2018-06-14T07:49:49.09341,60.193763,24.840066,6.119,0.00,Ml,2018165074849IMS000000
2018-06-14T12:30:25.29662,60.192902,24.838656,6.031,0.20,Ml,2018165122925IMS000000
2018-06-14T13:32:41.81541,60.193765,24.840380,6.104,0.14,Ml,2018165133141IMS000000
2018-06-14T14:16:51.89334,60.193088,24.838902,6.023,0.11,Ml,2018165141552IMS000000
2018-06-14T14:46:17.45433,60.192934,24.839266,6.000,0.15,Ml,2018165144517IMS000000
2018-06-14T14:48:30.25458,60.192881,24.838463,5.903,0.10,Ml,2018165144730IMS000000
2018-06-14T15:24:57.63393,60.193589,24.840542,6.180,0.85,Ml,2018165152357IMS000000
2018-06-14T16:13:15.28590,60.192578,24.839620,6.012,0.42,Ml,2018165161215IMS000000
2018-06-14T16:13:28.51592,60.193228,24.838089,5.914,0.55,Ml,2018165161228IMS000000
2018-06-14T16:20:43.93990,60.193908,24.841069,6.101,-0.02,Ml,2018165161944IMS000000
2018-06-14T16:56:31.97003,60.190770,24.833663,5.690,0.03,Ml,2018165165531IMS000000
2018-06-14T17:15:27.66610,60.193130,24.839922,6.115,0.29,Ml,2018165171428IMS000000
2018-06-14T17:22:56.63426,60.192845,24.838812,5.909,0.05,Ml,2018165172156IMS000000
2018-06-14T17:51:59.02706,60.193255,24.838899,6.018,0.21,Ml,2018165175059IMS000000
2018-06-14T19:08:31.69616,60.194052,24.838609,6.020,0.47,Ml,2018165190731IMS000000
2018-06-14T19:48:10.69835,60.192827,24.838935,5.991,-0.15,Ml,2018165194711IMS000000
2018-06-14T20:06:00.26476,60.193021,24.838574,5.994,0.55,Ml,2018165200500IMS000000
2018-06-14T20:14:53.86510,60.193907,24.841515,6.092,0.40,Ml,2018165201354IMS000000
2018-06-14T20:49:12.19448,60.193136,24.837820,5.986,-0.02,Ml,2018165204812IMS000000
2018-06-14T21:18:52.20647,60.192514,24.839783,6.052,0.25,Ml,2018165211752IMS000000
2018-06-14T21:40:33.50429,60.192713,24.839099,6.020,0.14,Ml,2018165213933IMS000000
2018-06-15T01:55:49.19172,60.193729,24.842098,6.154,0.48,Ml,2018166015449IMS000000
2018-06-15T02:19:41.51642,60.193590,24.840726,6.174,0.38,Ml,2018166021841IMS000000
2018-06-15T11:17:47.72827,60.192572,24.839996,6.087,0.62,Ml,2018166111647IMS000000
2018-06-15T11:23:09.70328,60.193054,24.839531,6.029,0.35,Ml,2018166112209IMS000000
2018-06-15T19:43:08.94287,60.192608,24.840364,6.033,0.08,Ml,2018166194209IMS000000
2018-06-16T03:09:26.96023,60.188780,24.830721,5.031,-0.29,Ml,2018167030827IMS000000
2018-06-16T03:11:56.79477,60.189525,24.829956,4.951,-0.14,Ml,2018167031056IMS000000
2018-06-16T07:20:11.33048,60.187149,24.839368,7.229,-0.29,Ml,2018167071911IMS000000
2018-06-16T13:57:27.42257,60.189908,24.827156,4.880,-0.68,Ml,2018167135627IMS000000
2018-06-16T22:02:00.22585,60.191595,24.835237,5.339,-0.62,Ml,2018167220100IMS000000
2018-06-17T06:50:04.68343,60.195083,24.841021,6.130,-0.34,Ml,2018168064903IMS000000
2018-06-17T07:20:07.92842,60.193448,24.838185,6.021,0.09,Ml,2018168071908IMS000000
2018-06-17T09:23:15.05452,60.193328,24.840516,6.143,0.40,Ml,2018168092215IMS000000
2018-06-17T09:50:46.80463,60.193096,24.840681,6.153,1.19,Ml,2018168094946IMS000000
2018-06-17T11:25:27.87205,60.193677,24.840753,6.148,0.48,Ml,2018168112428IMS000000
2018-06-17T12:54:55.56868,60.194215,24.839372,6.137,0.16,Ml,2018168125355IMS000000
2018-06-17T20:24:26.83220,60.190963,24.834262,5.671,-0.22,Ml,2018168202327IMS000000
2018-06-17T22:13:17.82497,60.196450,24.834069,5.970,-0.64,Ml,2018168221218IMS000000
2018-06-17T22:35:00.28159,60.194095,24.842504,6.207,0.08,Ml,2018168223400IMS000000
2018-06-17T23:12:08.60368,60.190874,24.833182,5.572,-0.48,Ml,2018168231109IMS000000
2018-06-18T02:40:49.53085,60.193616,24.838689,6.048,0.62,Ml,2018169024000IMS000000
2018-06-18T03:05:45.32242,60.189372,24.830847,5.135,0.09,Ml,2018169030445IMS000000
2018-06-18T03:34:56.25720,60.193658,24.840685,6.134,0.57,Ml,2018169033430IMS000000
2018-06-18T04:21:44.94883,60.192909,24.839636,6.046,0.75,Ml,2018169042045IMS000000
2018-06-18T04:30:16.81290,60.194920,24.840853,6.187,-0.05,Ml,2018169042916IMS000000
2018-06-18T04:43:48.17166,60.194033,24.840817,6.159,0.08,Ml,2018169044248IMS000000
2018-06-18T05:21:34.83493,60.189781,24.835472,5.780,-0.12,Ml,2018169052034IMS000000
2018-06-18T05:59:15.63948,60.194295,24.838852,6.100,0.05,Ml,2018169055815IMS000000
2018-06-18T08:38:37.87375,60.188289,24.833805,5.204,-0.00,Ml,2018169083738IMS000000
2018-06-18T09:49:54.11021,60.190523,24.837005,5.746,0.20,Ml,2018169094853IMS000000
2018-06-18T15:26:56.28758,60.193813,24.842433,6.200,0.44,Ml,2018169152556IMS000000
2018-06-18T15:34:20.41477,60.190731,24.836032,5.607,-0.12,Ml,2018169153320IMS000000
2018-06-18T17:07:35.88175,60.193622,24.842489,6.189,0.42,Ml,2018169170636IMS000000
2018-06-18T18:38:54.22496,60.193718,24.842072,6.205,0.28,Ml,2018169183754IMS000000
2018-06-18T20:06:43.72653,60.193534,24.842144,6.223,0.16,Ml,2018169200543IMS000000
2018-06-18T20:59:56.21542,60.194125,24.841698,6.211,0.56,Ml,2018169205856IMS000000
2018-06-18T21:23:58.46010,60.194627,24.840753,6.118,-0.32,Ml,2018169212256IMS000000
2018-06-18T21:38:26.84156,60.194294,24.841204,6.154,0.38,Ml,2018169213726IMS000000
2018-06-18T21:47:59.04809,60.194406,24.840712,6.140,0.20,Ml,2018169214659IMS000000
2018-06-18T22:03:49.66558,60.193520,24.841493,6.116,0.04,Ml,2018169220249IMS000000
2018-06-18T23:07:58.15359,60.193062,24.838315,5.972,0.50,Ml,2018169230658IMS000000
2018-06-18T23:10:41.25684,60.193705,24.842294,6.210,0.02,Ml,2018169230941IMS000000
2018-06-18T23:21:52.37809,60.194285,24.840438,6.167,-0.52,Ml,2018169232053IMS000000
2018-06-18T23:28:16.05322,60.194307,24.839610,6.113,0.14,Ml,2018169232716IMS000000
2018-06-18T23:50:32.70319,60.193887,24.842312,6.202,0.16,Ml,2018169234932IMS000000
2018-06-18T23:54:17.15907,60.193711,24.839469,6.094,0.00,Ml,2018169235316IMS000000
2018-06-19T00:30:13.69286,60.193431,24.840462,6.129,0.31,Ml,2018170002930IMS000000
2018-06-19T00:51:12.76078,60.193704,24.841113,6.184,0.19,Ml,2018170005012IMS000000
2018-06-19T01:21:52.33848,60.193361,24.839429,6.151,0.92,Ml,2018170012100IMS000000
2018-06-19T01:35:41.47178,60.192980,24.839963,6.131,0.67,Ml,2018170013500IMS000000
2018-06-19T02:26:11.49654,60.193800,24.842723,6.243,0.52,Ml,2018170022530IMS000000
2018-06-19T07:05:42.52280,60.193480,24.842751,6.194,0.75,Ml,2018170070500IMS000000
2018-06-19T07:08:06.78332,60.193729,24.841892,6.175,0.60,Ml,2018170070706IMS000000
2018-06-19T14:15:43.54077,60.193266,24.841129,6.147,0.52,Ml,2018170141444IMS000000
2018-06-19T14:51:28.99313,60.194107,24.839503,6.084,0.96,Ml,2018170145100IMS000000
2018-06-19T19:16:46.34298,60.193823,24.842095,6.196,0.78,Ml,2018170191546IMS000000
2018-06-19T20:02:05.46743,60.194175,24.842784,6.225,0.66,Ml,2018170200105IMS000000
2018-06-19T21:02:41.50448,60.193938,24.842109,6.194,0.51,Ml,2018170210141IMS000000
2018-06-20T00:13:03.95618,60.193836,24.840307,6.174,1.69,Ml,2018171001230IMS000000
2018-06-20T00:38:30.12576,60.194362,24.842544,6.256,0.82,Ml,2018171003700IMS000000
2018-06-20T00:59:51.82749,60.194265,24.842378,6.247,0.87,Ml,2018171005900IMS000000
2018-06-20T03:47:54.33891,60.193928,24.843283,6.196,0.37,Ml,2018171034700IMS000000
2018-06-20T10:04:09.93846,60.193936,24.842124,6.185,0.82,Ml,2018171100309IMS000000
2018-06-20T10:05:43.18356,60.193801,24.842099,6.237,0.89,Ml,2018171100500IMS000000
2018-06-20T10:11:20.45138,60.193790,24.843008,6.212,0.67,Ml,2018171101020IMS000000
2018-06-20T11:33:45.67862,60.194233,24.842685,6.217,0.67,Ml,2018171113245IMS000000
2018-06-20T12:01:33.03725,60.191248,24.835594,5.653,0.59,Ml,2018171120032IMS000000
2018-06-20T15:45:51.37072,60.193751,24.842699,6.183,0.51,Ml,2018171154451IMS000000
2018-06-20T17:08:04.92093,60.190611,24.833802,5.625,1.02,Ml,2018171170704IMS000000
2018-06-20T17:39:14.97127,60.194210,24.842424,6.269,1.34,Ml,2018171173814IMS000000
2018-06-20T23:27:15.13828,60.193094,24.840090,6.122,1.88,Ml,2018171232614IMS000000
2018-06-20T23:40:29.39054,60.194141,24.842967,6.212,0.55,Ml,2018171233929IMS000000
2018-06-21T00:11:59.63585,60.195565,24.837560,6.013,0.88,Ml,2018172001100IMS000000
2018-06-21T01:07:36.58616,60.188986,24.831975,5.220,0.57,Ml,2018172010600IMS000000
